# Nominal_7 (Up to date)
# 1070 data points written for 54 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (39,8 m/s)
#
# Tempo (s);Altitude (ft);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
7.1612;2944.8;772.26;0.17533;788.53;0.29129;539.45;0.16303;539.45;0.017316;159.37;0.23262;32.941;-106.92;0.99822;0.014554;-7.3419e-7;0.30826;-0.0039741;981.22;22.012;315.08;5.9604;80.6;59.84;3.6366;0.72357;35350991;626.28;299.6;0.62951;0.62951;0.29049;0.25379;0.085222;0.0036216;0.01341;-8.3664e-5;0;0;0;0;1.4545e-6;0.0030252;5.7087;25.595;78.354;0.028992;NaN;34.575;11.408;1089.8;0.05;0.080649
7.2112;2983.4;772.54;0.10893;788.89;0.24425;547.42;0.16694;547.42;0.017473;159.75;0.21862;32.941;-106.92;0.99822;0.016184;-5.4661e-7;0.52407;-1.6461e-4;980.64;21.435;314.96;5.9594;80.602;59.83;3.6387;0.72399;35333431;607.72;299.73;0.62995;0.62995;0.29047;0.25422;0.085259;0.0040284;0.014629;1.0071e-4;0;0;0;0;4.2003e-6;0.0030266;5.7087;25.595;78.333;0.028486;NaN;34.438;11.391;1089.6;0.05;0.080796
7.2612;3022;772.72;0.04202;789.13;0.21324;555.42;0.17089;555.42;0.017628;160.1;0.20906;32.941;-106.92;0.99821;0.0079029;-6.4707e-7;0.69346;0.0081608;980.06;20.858;314.84;5.9584;80.611;59.82;3.6421;0.72432;35310928;589.15;299.73;0.63028;0.63028;0.29046;0.25454;0.085286;0.001967;0.00731;2.6704e-6;0;0;0;0;7.35e-6;0.0030276;5.7087;25.595;78.302;0.028044;NaN;34.3;11.375;1089.5;0.05;0.084514
7.3112;3060.7;772.79;-0.024882;789.27;0.20297;563.43;0.17488;563.43;0.017783;160.44;0.20144;32.941;-106.92;0.99821;0.0047187;-6.5597e-7;-0.71261;0.03222;979.49;20.282;314.72;5.9575;80.616;59.81;3.6446;0.72454;35283532;570.58;299.59;0.63052;0.63052;0.29045;0.25476;0.085306;0.0011745;0.0042705;-1.0333e-4;0;0;0;0;-7.7587e-6;0.0030283;5.7087;25.595;78.266;0.027438;NaN;34.162;11.358;1089.3;0.05;0.084769
7.3612;3099.3;772.75;-0.091048;789.29;0.21269;571.46;0.17889;571.46;0.017936;160.77;0.19222;32.941;-106.92;0.99821;0.013688;-6.4023e-7;-0.58227;0.015202;978.91;19.705;314.6;5.9565;80.61;59.801;3.6452;0.72467;35251288;552.02;299.33;0.63065;0.63065;0.29044;0.25489;0.085316;0.0034081;0.012423;-3.273e-4;0;0;0;0;-5.1798e-6;0.0030285;5.7087;25.595;78.233;0.02714;NaN;34.024;11.342;1089.2;0.05;0.085029
7.4112;3137.9;772.6;-0.15598;789.22;0.23746;579.51;0.18294;579.51;0.018087;161.08;0.17904;32.941;-106.92;0.9982;0.01363;-4.3427e-7;-0.38535;0.0092048;978.33;19.128;314.48;5.9555;80.61;59.791;3.6469;0.7247;35214245;533.45;298.93;0.63068;0.63068;0.29044;0.25492;0.085319;0.0033936;0.012486;-3.6281e-4;0;0;0;0;-2.2691e-6;0.0030283;5.7087;25.595;78.209;0.028133;NaN;33.887;11.325;1089;0.05;0.085278
7.4612;3176.6;772.35;-0.2193;789.03;0.2728;587.57;0.18703;587.57;0.018237;161.37;0.16226;32.941;-106.92;0.9982;0.0051165;-4.7826e-7;-0.2545;6.0636e-4;977.76;18.552;314.37;5.9546;80.616;59.781;3.6498;0.72463;35172449;515.01;298.41;0.63061;0.63061;0.29044;0.25485;0.085313;0.0012736;0.0049524;-4.2483e-5;0;0;0;0;-9.9017e-7;0.0030277;5.7087;25.595;78.194;0.029887;NaN;33.749;11.309;1088.9;0.05;0.08553
7.5112;3215.2;772;-0.27003;788.74;0.30738;595.65;0.19115;595.65;0.018387;161.63;0.14686;32.941;-106.92;0.99819;0.0061257;-4.8193e-7;0.26074;-0.024475;977.2;17.994;314.25;5.9536;80.614;59.771;3.6511;0.72447;35125977;499.89;297.76;0.63044;0.63044;0.29045;0.25469;0.085299;0.0015247;0.0058074;3.3177e-4;0;0;0;0;1.0401e-6;0.0030267;5.7087;25.595;78.182;0.031633;NaN;33.611;11.292;1088.7;0.05;0.085786
7.5612;3253.8;771.57;-0.31557;788.37;0.34304;603.73;0.19533;603.73;0.018538;161.86;0.1345;32.941;-106.92;0.99819;0.012999;-4.2732e-7;0.39936;-0.016608;976.73;17.519;314.15;5.9528;80.607;59.763;3.6512;0.72423;35075743;486.24;297.01;0.63019;0.63019;0.29046;0.25445;0.085278;0.0032357;0.012164;-2.8402e-4;0;0;0;0;2.4423e-6;0.0030253;5.7087;25.595;78.165;0.032421;NaN;33.474;11.276;1088.6;0.05;0.086105
7.6112;3292.3;771.07;-0.36164;787.92;0.38289;611.83;0.19957;611.83;0.018689;162.08;0.1258;32.941;-106.92;0.99819;0.011501;-4.5887e-7;0.57449;-0.0032012;976.32;17.11;314.07;5.9522;80.605;59.756;3.6522;0.72391;35022168;472.6;296.17;0.62986;0.62986;0.29047;0.25414;0.085252;0.0028621;0.010649;1.9085e-4;0;0;0;0;5.0599e-6;0.0030237;5.7087;25.595;78.141;0.031274;NaN;33.336;11.26;1088.4;0.05;0.086417
7.6612;3330.9;770.49;-0.40805;787.39;0.42536;619.94;0.20385;619.94;0.018841;162.28;0.12011;32.941;-106.92;0.99818;0.0030807;-4.769e-7;0.67581;0.05787;975.91;16.7;313.98;5.9515;80.609;59.749;3.6541;0.72353;34965286;458.96;295.24;0.62947;0.62947;0.29049;0.25376;0.085219;7.6634e-4;0.002987;2.9989e-4;0;0;0;0;7.0114e-6;0.0030218;5.7087;25.595;78.109;0.02924;NaN;33.199;11.243;1088.3;0.05;0.086693
7.7112;3369.4;769.84;-0.45431;786.8;0.46865;628.06;0.20817;628.06;0.01899;162.48;0.11505;32.941;-106.92;0.99818;0.0068251;-4.7989e-7;-0.65195;0.040205;975.5;16.291;313.9;5.9508;80.602;59.742;3.6541;0.72308;34905128;445.32;294.23;0.62901;0.62901;0.29051;0.25331;0.085181;0.0016975;0.0061152;4.4137e-4;0;0;0;0;-6.535e-6;0.0030196;5.7087;25.595;78.075;0.028431;NaN;33.061;11.227;1088.1;0.05;0.086968
7.7612;3407.8;769.11;-0.49987;786.12;0.5114;636.19;0.2125;636.19;0.019138;162.67;0.10798;32.941;-106.92;0.99818;0.012052;-5.0096e-7;-0.51962;0.020552;975.09;15.881;313.81;5.9501;80.594;59.735;3.6539;0.72257;34841729;431.68;293.13;0.62847;0.62847;0.29053;0.2528;0.085137;0.0029972;0.010551;1.4523e-4;0;0;0;0;-4.1584e-6;0.0030171;5.7087;25.595;78.046;0.0284;NaN;32.924;11.211;1088;0.05;0.087273
7.8112;3446.3;768.31;-0.54446;785.37;0.55314;644.33;0.21686;644.33;0.019284;162.84;0.097639;32.941;-106.92;0.99817;0.0096023;-5.7784e-7;-0.36836;0.018856;974.68;15.472;313.73;5.9494;80.591;59.728;3.6546;0.72198;34775120;418.03;291.95;0.62787;0.62787;0.29056;0.25222;0.085087;0.002387;0.0084264;3.1822e-4;0;0;0;0;-2.0938e-6;0.0030143;5.7087;25.595;78.024;0.029286;NaN;32.787;11.194;1087.8;0.05;0.087556
7.8612;3484.7;767.44;-0.58827;784.55;0.59437;652.47;0.22124;652.47;0.019428;163;0.084907;32.941;-106.92;0.99817;0.0014343;-5.9974e-7;-0.29397;-0.0076118;974.27;15.062;313.64;5.9487;80.593;59.721;3.6561;0.72133;34705333;404.39;290.68;0.6272;0.6272;0.29059;0.25158;0.085031;3.5635e-4;0.0016732;-2.116e-4;0;0;0;0;-1.3363e-6;0.0030113;5.7087;25.595;78.007;0.031325;NaN;32.65;11.178;1087.7;0.05;0.08809
7.9112;3523;766.49;-0.63178;783.66;0.63586;660.63;0.22567;660.63;0.019572;163.13;0.071968;32.941;-106.92;0.99817;0.0073516;-5.9167e-7;0.32976;-0.021193;973.86;14.653;313.56;5.948;80.582;59.714;3.6554;0.7206;34632398;390.75;289.34;0.62647;0.62647;0.29062;0.25088;0.08497;0.001826;0.0069941;-2.6883e-4;0;0;0;0;1.6853e-6;0.003008;5.7087;25.595;77.992;0.032999;NaN;32.513;11.162;1087.5;0.05;0.088605
7.9612;3561.3;765.48;-0.67547;782.7;0.67822;668.79;0.23014;668.79;0.019716;163.25;0.06111;32.941;-106.92;0.99816;0.011276;-4.8154e-7;0.46521;-0.013216;973.45;14.243;313.47;5.9473;80.572;59.707;3.655;0.71982;34556347;377.11;287.92;0.62567;0.62567;0.29066;0.25011;0.084903;0.0027999;0.009829;-1.9079e-4;0;0;0;0;3.3623e-6;0.0030044;5.7087;25.595;77.973;0.033273;NaN;32.377;11.145;1087.4;0.05;0.089196
8.0112;3599.6;764.4;-0.71953;781.66;0.72149;676.95;0.23465;676.95;0.019861;163.35;0.05318;32.941;-106.92;0.99816;0.0082485;-5.3785e-7;0.59784;0.0011985;973.04;13.834;313.39;5.9467;80.568;59.7;3.6555;0.71896;34477209;363.47;286.42;0.62481;0.62481;0.29069;0.24928;0.084831;0.002047;0.0074792;1.0797e-4;0;0;0;0;5.5676e-6;0.0030005;5.7087;25.595;77.946;0.032174;NaN;32.24;11.129;1087.2;0.05;0.08989
8.0612;3637.8;763.25;-0.76336;780.55;0.76483;685.12;0.23921;685.12;0.020005;163.44;0.047292;32.941;-106.92;0.99815;5.4317e-4;-5.1776e-7;0.60409;0.26389;972.63;13.424;313.3;5.946;80.567;59.693;3.6565;0.71804;34395014;349.93;284.85;0.62388;0.62388;0.29073;0.24839;0.084753;1.347e-4;7.4555e-4;1.9793e-4;0;0;0;0;5.7009e-6;0.0029963;5.7087;25.595;77.914;0.031013;NaN;32.104;11.113;1087.1;0.05;0.090313
8.1112;3675.9;762.02;-0.79625;779.37;0.79744;693.29;0.24379;693.29;0.020147;163.52;0.043643;32.941;-106.92;0.99815;0.0071663;-4.9197e-7;-0.61517;0.023035;972.24;13.029;313.22;5.9453;80.554;59.686;3.6554;0.71706;3.431e7;339.36;283.2;0.62289;0.62289;0.29078;0.24745;0.084669;0.0017766;0.0067347;-8.6951e-5;0;0;0;0;-5.9299e-6;0.0029919;5.7087;25.595;77.882;0.031083;NaN;31.968;11.096;1086.9;0.05;0.09066
8.1612;3714;760.75;-0.82379;778.14;0.82472;701.47;0.2484;701.47;0.020289;163.59;0.039087;32.941;-106.92;0.99815;0.010174;-4.4733e-7;-0.49718;0.0090825;971.9;12.694;313.15;5.9447;80.543;59.68;3.6545;0.71602;34222426;330.11;281.51;0.62186;0.62186;0.29082;0.24646;0.084582;0.0025211;0.0089471;-3.4515e-4;0;0;0;0;-3.8855e-6;0.0029873;5.7087;25.595;77.854;0.031789;NaN;31.832;11.08;1086.8;0.05;0.091332
8.2112;3752;759.43;-0.85066;776.86;0.85126;709.65;0.25304;709.65;0.02043;163.65;0.031967;32.941;-106.92;0.99814;0.0069036;-4.7497e-7;-0.38073;0.0017558;971.61;12.407;313.09;5.9443;80.537;59.676;3.6544;0.71494;34133197;320.86;279.77;0.6208;0.6208;0.29087;0.24544;0.084491;0.0017095;0.0059144;3.4196e-4;0;0;0;0;-2.2861e-6;0.0029825;5.7087;25.595;77.832;0.033086;NaN;31.697;11.064;1086.6;0.05;0.091859
8.2612;3789.9;758.06;-0.87706;775.54;0.87737;717.84;0.25772;717.84;0.02057;163.7;0.023275;32.941;-106.92;0.99814;4.2437e-4;-5.0791e-7;0.24155;-0.23682;971.33;12.121;313.03;5.9438;80.533;59.671;3.6546;0.71383;34042148;311.61;277.99;0.6197;0.6197;0.29092;0.24438;0.084397;1.05e-4;9.0129e-5;3.0016e-4;0;0;0;0;9.2328e-7;0.0029775;5.7087;25.595;77.814;0.03428;NaN;31.562;11.048;1086.5;0.05;0.09241
8.3112;3827.8;756.66;-0.90337;774.17;0.90349;726.02;0.26244;726.02;0.020711;163.74;0.014792;32.941;-106.92;0.99814;0.007099;-5.1719e-7;0.38565;-0.014209;971.04;11.834;312.97;5.9433;80.519;59.666;3.6529;0.71267;33949297;302.36;276.18;0.61856;0.61856;0.29097;0.24329;0.0843;0.0017558;0.0060483;-3.0839e-4;0;0;0;0;2.3618e-6;0.0029724;5.7087;25.595;77.797;0.034623;NaN;31.427;11.032;1086.3;0.05;0.093036
8.3612;3865.6;755.21;-0.92994;772.76;0.92998;734.21;0.2672;734.21;0.020852;163.76;0.0080702;32.941;-106.92;0.99813;0.0095551;-4.7479e-7;0.4992;4.7294e-4;970.75;11.547;312.91;5.9428;80.507;59.661;3.6518;0.71147;33854660;293.11;274.33;0.61739;0.6174;0.29102;0.24217;0.084199;0.0023619;0.0086258;3.2605e-4;0;0;0;0;3.9718e-6;0.0029671;5.7087;25.595;77.775;0.033811;NaN;31.292;11.016;1086.2;0.05;0.093367
8.4112;3903.3;753.72;-0.95688;771.31;0.95689;742.4;0.272;742.4;0.020992;163.78;0.0036003;32.941;-106.92;0.99813;0.0063787;-4.5485e-7;0.60232;0.022515;970.47;11.26;312.85;5.9423;80.5;59.656;3.6514;0.71023;33758251;283.86;272.45;0.61619;0.6162;0.29108;0.24102;0.084095;0.0015756;0.0056288;-9.3605e-5;0;0;0;0;5.8041e-6;0.0029616;5.7087;25.595;77.747;0.032779;NaN;31.157;11;1086;0.05;0.093717
8.4612;3940.9;752.19;-0.98399;769.81;0.98399;750.59;0.27683;750.59;0.021131;163.79;4.9464e-4;32.941;-106.92;0.99813;3.7393e-4;-4.6794e-7;-0.26359;0.58441;970.18;10.973;312.79;5.9419;80.495;59.651;3.6513;0.70894;3.366e7;274.6;270.53;0.61496;0.61496;0.29113;0.23984;0.083988;9.2284e-5;9.0337e-5;6.6097e-5;0;0;0;0;-1.1159e-6;0.002956;5.7087;25.595;77.715;0.032242;NaN;31.023;10.984;1085.9;0.05;0.093983
8.5112;3978.5;750.61;-1.0109;768.27;1.011;758.78;0.28167;758.78;0.021269;163.79;0.0029816;32.941;-106.92;0.99812;0.0062329;-4.7872e-7;-0.60274;0.034403;969.89;10.686;312.73;5.9414;80.48;59.646;3.6496;0.70762;3.356e7;265.35;268.58;0.6137;0.6137;0.29119;0.23863;0.083878;0.0015374;0.005467;-2e-4;0;0;0;0;-5.8582e-6;0.0029502;5.7087;25.595;77.684;0.032392;NaN;30.889;10.968;1085.7;0.05;0.094133
8.5612;4016;748.99;-1.0372;766.69;1.0372;766.97;0.28655;766.97;0.021406;163.79;0.0077962;32.941;-106.92;0.99812;0.0085387;-5.3464e-7;-0.51015;0.01583;969.61;10.399;312.67;5.9409;80.467;59.641;3.6482;0.70626;33458555;256.18;266.59;0.61241;0.61241;0.29125;0.2374;0.083764;0.0021048;0.0081726;1.2158e-5;0;0;0;0;-4.214e-6;0.0029442;5.7087;25.595;77.656;0.033353;NaN;30.755;10.952;1085.6;0.05;0.094284
8.6112;4053.4;747.33;-1.0559;765.06;1.056;775.16;0.29144;775.16;0.021542;163.78;0.013007;32.941;-106.92;0.99811;0.0058603;-5.2187e-7;-0.41843;0.0022711;969.33;10.121;312.62;5.9404;80.459;59.636;3.6476;0.70486;33355235;248.94;264.58;0.61109;0.61109;0.29131;0.23613;0.083648;0.0014434;0.0054585;4.5303e-4;0;0;0;0;-2.847e-6;0.0029381;5.7087;25.595;77.633;0.034439;NaN;30.622;10.936;1085.4;0.05;0.094447
8.6612;4090.7;745.63;-1.0711;763.4;1.0713;783.34;0.29637;783.34;0.021677;163.76;0.01876;32.941;-106.92;0.99811;7.5856e-5;-5.4127e-7;0;0;969.09;9.8794;312.56;5.94;80.452;59.632;3.6472;0.70342;33250741;242.58;262.54;0.60975;0.60975;0.29137;0.23485;0.083529;1.8667e-5;-2.7966e-4;1.8694e-4;0;0;0;0;0;0.0029318;5.7087;25.595;77.613;0.034824;NaN;30.489;10.92;1085.3;0.05;0.094606
8.7112;4128;743.92;-1.0863;761.72;1.0866;791.53;0.30133;791.53;0.021812;163.73;0.024403;32.941;-106.92;0.99811;0.0057545;-5.5298e-7;0.41786;-0.0084273;968.87;9.6673;312.52;5.9397;80.436;59.628;3.645;0.70197;33145307;236.21;260.5;0.6084;0.6084;0.29143;0.23356;0.083408;0.0014153;0.0050263;2.8631e-4;0;0;0;0;2.8642e-6;0.0029255;5.7087;25.595;77.594;0.035327;NaN;30.356;10.904;1085.1;0.05;0.094751
8.7612;4165.1;742.18;-1.1018;760.01;1.1021;799.72;0.30633;799.72;0.021947;163.69;0.028752;32.941;-106.92;0.9981;0.0080843;-6.0097e-7;0.50601;-0.0073574;968.66;9.4551;312.48;5.9393;80.423;59.624;3.6434;0.70049;33038940;229.84;258.44;0.60703;0.60703;0.2915;0.23225;0.083286;0.0019869;0.0071894;-4.5327e-4;0;0;0;0;4.2191e-6;0.002919;5.7087;25.595;77.571;0.035629;NaN;30.223;10.888;1085;0.05;0.094903
8.8112;4202.2;740.41;-1.1176;758.28;1.118;807.9;0.31136;807.9;0.022082;163.64;0.031433;32.941;-106.92;0.9981;0.0059771;-5.4786e-7;0.59273;-0.006056;968.45;9.2429;312.43;5.9389;80.413;59.621;3.6423;0.69898;32931645;223.48;256.38;0.60566;0.60566;0.29156;0.23093;0.083162;0.0014678;0.0057833;3.1019e-4;0;0;0;0;5.8157e-6;0.0029124;5.7087;25.595;77.543;0.035597;NaN;30.091;10.873;1084.8;0.05;0.095058
8.8612;4239.2;738.62;-1.1336;756.52;1.134;816.08;0.31643;816.08;0.022216;163.59;0.032973;32.941;-106.92;0.9981;7.5364e-4;-5.2226e-7;0.63484;-0.03515;968.24;9.0307;312.39;5.9386;80.406;59.617;3.6417;0.69745;32823429;217.11;254.31;0.60427;0.60427;0.29163;0.22961;0.083036;1.849e-4;8.3224e-4;-2.714e-4;0;0;0;0;6.7024e-6;0.0029058;5.7087;25.595;77.512;0.035774;NaN;29.959;10.857;1084.7;0.05;0.098394
8.9112;4276.1;736.8;-1.1495;754.73;1.1501;824.26;0.32152;824.26;0.02235;163.54;0.034536;32.941;-106.92;0.99809;0.0045106;-5.203e-7;-0.61031;0.0011545;968.02;8.8185;312.34;5.9382;80.391;59.613;3.6397;0.6959;32714299;210.74;252.22;0.60287;0.60287;0.29169;0.22827;0.082909;0.0011059;0.0039898;4.9439e-5;0;0;0;0;-6.2237e-6;0.0028991;5.7087;25.595;77.481;0.035792;NaN;29.828;10.841;1084.5;0.05;0.098647
8.9612;4312.8;734.96;-1.1653;752.92;1.1659;832.44;0.32665;832.44;0.022483;163.49;0.037196;32.941;-106.92;0.99809;0.0069061;-5.115e-7;-0.53829;0.0033098;967.81;8.6064;312.3;5.9379;80.377;59.61;3.6379;0.69432;32605210;204.38;250.14;0.60146;0.60146;0.29176;0.22692;0.082779;0.0016919;0.0059386;-2.4392e-4;0;0;0;0;-4.8649e-6;0.0028922;5.7087;25.595;77.452;0.035793;NaN;29.697;10.826;1084.4;0.05;0.098939
9.0112;4349.5;733.09;-1.1807;751.08;1.1814;840.61;0.33181;840.61;0.022616;163.43;0.04133;32.941;-106.92;0.99809;0.0053352;-4.5003e-7;-0.46521;0.0092304;967.6;8.3942;312.25;5.9375;80.366;59.606;3.6367;0.69272;32496590;198.01;248.06;0.60004;0.60004;0.29183;0.22556;0.082649;0.001306;0.0047723;-3.5602e-4;0;0;0;0;-3.6514e-6;0.0028853;5.7087;25.595;77.427;0.03583;NaN;29.566;10.811;1084.2;0.05;0.099216
9.0612;4386.2;731.19;-1.1957;749.22;1.1966;848.78;0.33699;848.78;0.022748;163.37;0.046452;32.941;-106.92;0.99808;9.1602e-4;-4.4481e-7;-0.42707;0.0082464;967.39;8.182;312.21;5.9372;80.358;59.602;3.6358;0.6911;32387054;191.7;245.97;0.59861;0.59861;0.2919;0.22419;0.082516;2.2402e-4;8.961e-4;1.6556e-4;0;0;0;0;-3.0925e-6;0.0028782;5.7087;25.595;77.405;0.036422;NaN;29.435;10.796;1084.1;0.05;0.099505
9.1112;4422.7;729.28;-1.2055;747.33;1.2066;856.94;0.34221;856.94;0.02288;163.29;0.050539;32.941;-106.92;0.99808;0.003872;-4.3009e-7;0.44875;-0.011528;967.18;7.976;312.17;5.9368;80.343;59.599;3.6338;0.68945;32276620;186.8;243.87;0.59717;0.59717;0.29197;0.22282;0.082382;9.4621e-4;0.0039153;-3.7457e-4;0;0;0;0;3.4317e-6;0.0028711;5.7087;25.595;77.383;0.03703;NaN;29.305;10.781;1084;0.05;0.099765
9.1612;4459.1;727.34;-1.2132;745.43;1.2144;865.11;0.34745;865.11;0.023012;163.21;0.053267;32.941;-106.92;0.99808;0.0063271;-3.8937e-7;0.51154;-0.0092639;967;7.7975;312.13;5.9365;80.329;59.596;3.6319;0.68778;32165659;182.54;241.78;0.59572;0.59572;0.29204;0.22144;0.082247;0.001545;0.005707;5.7951e-5;0;0;0;0;4.4821e-6;0.0028639;5.7087;25.595;77.359;0.037397;NaN;29.175;10.767;1083.8;0.05;0.10004
9.2112;4495.4;725.4;-1.2212;743.51;1.2224;873.27;0.35273;873.27;0.023143;163.13;0.054814;32.941;-106.92;0.99807;0.005446;-3.8865e-7;0.58105;-0.01646;966.85;7.6402;312.1;5.9363;80.317;59.593;3.6303;0.6861;32054334;178.28;239.69;0.59428;0.59428;0.29211;0.22006;0.082111;0.0013287;0.0051117;-1.3061e-4;0;0;0;0;5.8129e-6;0.0028566;5.7087;25.595;77.332;0.037789;NaN;29.046;10.752;1083.7;0.05;0.1003
9.2612;4531.6;723.44;-1.2294;741.58;1.2306;881.42;0.35804;881.42;0.023274;163.04;0.055436;32.941;-106.92;0.99807;0.0018797;-3.9503e-7;0.62095;-0.061856;966.69;7.483;312.06;5.936;80.307;59.59;3.6291;0.68441;31942646;174.01;237.61;0.59284;0.59284;0.29218;0.21868;0.081974;4.5818e-4;0.0016396;-4.2347e-4;0;0;0;0;6.6731e-6;0.0028493;5.7087;25.595;77.301;0.038282;NaN;28.917;10.737;1083.5;0.05;0.10056
9.3112;4567.7;721.47;-1.2377;739.64;1.2389;889.57;0.36339;889.57;0.023405;162.95;0.055867;32.941;-106.92;0.99807;0.0023519;-3.887e-7;-0.61736;-0.044825;966.53;7.3258;312.03;5.9357;80.294;59.587;3.6273;0.68271;31830595;169.75;235.53;0.5914;0.5914;0.29225;0.21731;0.081837;5.7283e-4;0.0020825;2.2355e-4;0;0;0;0;-6.6308e-6;0.002842;5.7087;25.595;77.27;0.038503;NaN;28.788;10.723;1083.4;0.05;0.10086
9.3612;4603.8;719.48;-1.2459;737.69;1.2472;897.71;0.36877;897.71;0.023537;162.87;0.056857;32.941;-106.92;0.99806;0.0050501;-3.7828e-7;-0.57756;-0.0058014;966.37;7.1685;312;5.9355;80.28;59.585;3.6252;0.68099;31718182;165.48;233.46;0.58996;0.58996;0.29232;0.21593;0.081699;0.0012291;0.0046836;3.1013e-4;0;0;0;0;-5.8344e-6;0.0028346;5.7087;25.595;77.24;0.03809;NaN;28.659;10.708;1083.2;0.05;0.10116
9.4113;4639.7;717.48;-1.2538;735.72;1.2552;905.86;0.37418;905.86;0.023667;162.78;0.058846;32.941;-106.92;0.99806;0.0049223;-3.4954e-7;-0.51895;0.018233;966.22;7.0113;311.96;5.9352;80.267;59.582;3.6235;0.67927;31605407;161.22;231.4;0.58852;0.58852;0.29239;0.21456;0.081561;0.001197;0.0046934;3.1142e-4;0;0;0;0;-4.7356e-6;0.0028272;5.7087;25.595;77.213;0.037272;NaN;28.531;10.694;1083.1;0.05;0.10143
9.4613;4675.5;715.47;-1.2616;733.74;1.2631;913.99;0.37962;913.99;0.023797;162.68;0.06177;32.941;-106.92;0.99806;0.0021113;-3.3794e-7;-0.46778;0.084822;966.06;6.8541;311.93;5.9349;80.257;59.579;3.6222;0.67752;31492269;156.95;229.34;0.58708;0.58708;0.29247;0.21319;0.081422;5.1292e-4;0.0021691;1.2284e-4;0;0;0;0;-3.8684e-6;0.0028197;5.7087;25.595;77.188;0.03664;NaN;28.403;10.679;1083;0.05;0.10168
9.5113;4711.2;713.45;-1.2694;731.74;1.271;922.12;0.38507;922.12;0.023926;162.58;0.065098;32.941;-106.92;0.99805;0.0020189;-3.3357e-7;0.46004;0.10805;965.9;6.6968;311.9;5.9347;80.244;59.576;3.6204;0.67577;31378769;152.69;227.29;0.58564;0.58564;0.29254;0.21182;0.081282;4.9006e-4;0.0013811;1.2074e-5;0;0;0;0;3.762e-6;0.0028121;5.7087;25.595;77.165;0.036433;NaN;28.276;10.665;1082.8;0.05;0.10194
9.5613;4746.9;711.41;-1.2772;729.73;1.279;930.25;0.39055;930.25;0.024054;162.48;0.068065;32.941;-106.92;0.99805;0.0049722;-3.3298e-7;0.51368;0.037104;965.75;6.5396;311.87;5.9344;80.229;59.574;3.6183;0.674;31264908;148.43;225.24;0.5842;0.5842;0.29261;0.21045;0.081141;0.001206;0.0046244;-9.0932e-5;0;0;0;0;4.7163e-6;0.0028045;5.7087;25.595;77.14;0.036847;NaN;28.149;10.65;1082.7;0.05;0.10219
9.6113;4782.4;709.37;-1.2853;727.71;1.2872;938.37;0.39604;938.37;0.024181;162.37;0.070169;32.941;-106.92;0.99804;0.0053518;-3.0863e-7;0.57243;0.0047558;965.59;6.3824;311.83;5.9341;80.216;59.571;3.6164;0.67222;31150684;144.16;223.2;0.58277;0.58277;0.29269;0.20908;0.081;0.001297;0.004638;1.1627e-4;0;0;0;0;5.8893e-6;0.0027969;5.7087;25.595;77.113;0.038313;NaN;28.022;10.636;1082.5;0.05;0.10244
9.6613;4817.8;707.3;-1.2934;725.68;1.2954;946.49;0.40155;946.49;0.024308;162.26;0.07142;32.941;-106.92;0.99804;0.0032118;0;0.61911;-0.052413;965.43;6.2251;311.8;5.9339;80.205;59.568;3.615;0.67043;31036098;139.93;221.17;0.58133;0.58133;0.29276;0.20772;0.080858;7.777e-4;0.0023946;-2.2646e-4;0;0;0;0;6.9277e-6;0.0027892;5.7087;25.595;77.083;0.040073;NaN;27.896;10.622;1082.4;0.05;0.10276
